event_id,user_id,product_id,event_type,event_timestamp,session_id,device_type,traffic_source,session_duration_seconds
2689345,1353032,318557,purchase,2023-12-08 02:21:24.335381508,744474,desktop,organic,249.92
4455968,9274694,572258,page_view,2023-06-12 03:20:29.755398035,855918,mobile,email,213.06
3496659,3814560,461301,page_view,2023-08-09 20:40:08.209107161,978003,desktop,organic,225.17
3333199,8179082,310181,add_to_cart,2024-08-25 05:05:48.757640600,148171,tablet,social,174.74
5459390,6113849,829002,add_to_cart,2024-01-22 03:57:08.689903498,888041,mobile,paid_search,217.11
8199237,3078015,617140,begin_checkout,2024-12-18 16:04:46.930931091,513742,desktop,organic,231.03
6831911,7718146,423125,page_view,2023-02-19 14:36:31.370376587,309111,mobile,organic,42.16
4063883,9861252,401192,page_view,2023-02-20 09:12:35.755188942,681345,mobile,organic,48.61
9916623,6321009,987056,page_view,2023-08-22 10:32:41.695502043,638483,desktop,email,177.62
4426589,1289850,709483,page_view,2024-02-04 05:42:08.226639748,252694,desktop,organic,278.22
6153182,6616392,331924,page_view,2023-06-05 13:47:27.423870325,724161,mobile,organic,141.25
5392504,5275277,901118,page_view,2023-01-31 23:04:45.651869774,318528,mobile,email,148.99
5582197,5428924,313051,page_view,2024-03-23 16:46:17.689801931,565360,desktop,email,10.55
6287099,7578120,968954,purchase,2023-06-13 04:27:40.524342060,271727,mobile,organic,284.31
4611254,7278045,286486,begin_checkout,2023-12-03 17:56:34.958648443,576909,tablet,direct,173.05
9459188,5595914,986078,page_view,2024-10-07 10:54:45.555831671,973871,desktop,organic,277.68
8916517,2231104,945811,page_view,2023-05-11 18:49:09.294836044,247463,mobile,direct,132.12
9304054,7416618,615130,add_to_cart,2024-08-27 09:39:45.293171167,837679,desktop,paid_search,38.59
3047519,7487132,396281,page_view,2023-07-29 22:15:16.922310829,984817,mobile,social,154.85
6887900,9600086,775882,page_view,2023-12-16 11:23:12.674253941,255441,desktop,paid_search,5.4
5582103,7929640,645620,begin_checkout,2024-03-15 05:48:42.030724049,403777,mobile,organic,199.22
5156388,5082132,874299,page_view,2024-09-23 19:28:23.749080181,456630,desktop,paid_search,181.32
8402862,2828665,238696,page_view,2023-07-15 06:35:12.162737131,103109,desktop,organic,256.93
3618719,3668308,404944,page_view,2023-05-04 07:01:21.305537701,791237,desktop,direct,56.76
4581053,9574632,454569,page_view,2023-06-09 01:20:19.262318850,628701,mobile,email,84.6
7253497,2538978,582700,add_to_cart,2024-06-17 20:39:17.198106766,354925,desktop,organic,106.02
7767592,4196451,597711,page_view,2024-08-03 13:53:00.396657228,364640,desktop,organic,180.11
4536052,2187420,273534,add_to_cart,2024-06-05 16:29:25.952861786,221668,desktop,paid_search,26.36
4986956,9101064,693363,page_view,2023-05-17 01:24:08.283262253,903725,mobile,social,180.47
3060851,3824525,524726,add_to_cart,2023-07-26 09:13:18.303704500,651733,mobile,paid_search,104.14
2652624,8799483,991109,page_view,2024-05-26 04:56:23.090670824,934414,desktop,organic,102.43
4794760,1849234,782906,begin_checkout,2024-04-07 01:58:52.309443712,720352,mobile,organic,66.25
8380690,8311622,617763,page_view,2023-09-22 21:54:39.745479107,736967,mobile,direct,217.3
9237861,8311622,119095,page_view,2023-12-24 12:08:50.981590509,954822,mobile,organic,3.39
6329898,4174721,836762,add_to_cart,2023-01-03 05:36:41.169625044,472127,tablet,social,259.08
4127169,1145087,616086,page_view,2023-12-20 21:16:21.069225788,318510,mobile,email,107.86
7480354,9802494,255491,page_view,2024-10-22 16:26:49.125320196,396653,mobile,organic,18.61
7771546,7409013,896220,add_to_cart,2024-04-12 05:47:50.134150028,329637,mobile,social,150.32
3234234,5428825,915204,page_view,2023-12-27 06:00:09.705226421,917124,mobile,paid_search,170.03
4211128,4902648,107171,page_view,2024-01-20 19:27:55.405174971,346203,mobile,organic,283.94
8265773,6349154,247197,purchase,2023-10-30 03:26:57.222153187,367501,mobile,direct,222.35
3149300,4478999,690831,page_view,2023-12-02 12:48:08.913391829,647627,mobile,social,214.89
5507498,9311459,735068,page_view,2024-05-02 00:43:26.621580839,532180,mobile,organic,271.33
6496859,7077853,917055,add_to_cart,2024-10-23 05:05:55.326545477,719724,mobile,direct,74.73
3111213,3420771,603533,purchase,2024-04-22 14:35:59.015434265,690595,mobile,organic,178.0
9302595,6937105,639842,page_view,2023-06-22 09:33:19.326187134,978913,mobile,paid_search,100.61
6444631,4076800,247151,page_view,2023-09-25 18:04:06.647044420,399206,mobile,organic,92.61
7266231,8935321,665978,add_to_cart,2023-03-27 00:19:24.032730103,991800,mobile,organic,56.26
9306736,2093781,737573,page_view,2024-03-04 20:03:49.957114697,252429,mobile,organic,150.14
8089824,6219240,404944,page_view,2023-06-11 07:26:20.236475706,763764,desktop,paid_search,15.32
4016683,9635687,798977,page_view,2023-06-20 07:58:00.404707432,459543,mobile,paid_search,86.92
4986593,2068207,825397,page_view,2023-03-01 16:44:59.920427084,514471,mobile,paid_search,140.0
3961394,6295318,965281,page_view,2024-07-28 00:47:52.578742027,411904,mobile,paid_search,235.24
6132572,3928337,352279,page_view,2023-12-02 18:28:03.831634998,678074,tablet,paid_search,132.19
5948467,2099071,573010,page_view,2023-06-12 22:05:24.502580166,154414,mobile,organic,48.97
3536878,1885625,562945,page_view,2023-12-03 23:58:15.307683468,216401,desktop,direct,157.9
3074590,5011139,239917,purchase,2023-05-22 03:21:46.254254580,106978,tablet,paid_search,10.14
9048718,2522799,794921,add_to_cart,2023-02-22 13:18:47.977061272,136592,mobile,social,293.21
4082567,5950927,658613,page_view,2023-06-24 07:26:31.944353819,190294,desktop,email,136.61
4096997,6687313,465210,page_view,2023-12-21 08:30:22.669825315,533825,mobile,paid_search,114.96
9659311,9903053,551152,begin_checkout,2023-12-30 11:41:27.305731535,479292,mobile,direct,131.82
4163662,3646109,582700,add_to_cart,2024-12-17 09:24:38.783130407,660098,mobile,organic,171.7
6588433,4174903,128571,page_view,2024-02-25 15:19:45.921570301,893873,desktop,organic,241.78
4259663,2510443,279414,add_to_cart,2023-08-01 08:24:17.376296520,229070,desktop,email,36.6
7065941,5053189,335665,add_to_cart,2023-11-04 02:27:48.211847544,253416,mobile,social,287.13
6945446,7725339,620524,page_view,2024-10-11 19:13:58.501194477,519594,desktop,paid_search,244.77
9265710,4855281,598667,page_view,2023-06-21 01:39:14.011876106,376605,mobile,paid_search,15.97
9728863,5943418,302361,begin_checkout,2024-02-07 06:45:06.291187525,563958,mobile,email,265.06
6632017,9861043,781209,page_view,2024-08-25 12:14:58.732043982,701819,mobile,paid_search,89.46
7094955,8561249,753483,page_view,2024-07-23 15:59:03.072176695,826609,mobile,organic,296.48
4909106,6871968,419662,begin_checkout,2024-10-27 18:24:05.400762558,976062,mobile,direct,20.12
6614500,4624855,392772,purchase,2024-12-03 20:34:17.047623396,365585,desktop,organic,106.94
8394896,5688398,424064,page_view,2024-08-31 03:53:50.528511763,793012,desktop,organic,174.73
2253873,2201421,394360,begin_checkout,2023-12-19 06:57:58.709600210,429794,mobile,organic,1.15
2470672,5519023,118868,page_view,2024-01-08 08:38:01.846386909,740447,mobile,organic,122.05
6597089,4974581,994006,page_view,2024-10-10 17:22:03.823680878,802462,mobile,email,161.69
4497987,7263222,726144,page_view,2023-01-15 13:02:18.905867577,766108,tablet,organic,15.1
4716175,4143208,729911,begin_checkout,2024-09-28 08:38:17.821426153,102640,desktop,paid_search,10.83
4264659,2721908,516875,page_view,2024-05-02 16:08:06.598699093,798424,mobile,social,186.67
5441657,3113021,915560,page_view,2023-01-18 08:11:41.594978809,468992,mobile,social,35.15
3136778,7586050,766540,page_view,2024-09-12 15:39:32.614648342,772487,desktop,paid_search,132.42
4603196,6990816,492493,page_view,2023-01-23 05:19:43.755396366,990228,desktop,organic,1.07
6111875,5443216,631553,page_view,2024-04-30 05:01:05.147430182,172814,mobile,social,91.72
2572169,3748985,539725,add_to_cart,2024-04-12 19:41:33.357268333,328919,mobile,paid_search,203.67
7493772,5276608,344237,page_view,2023-08-01 23:43:12.794076443,482871,mobile,email,159.2
5360173,3615929,638021,page_view,2023-12-23 19:19:52.536172628,402722,desktop,organic,102.71
9342230,3013814,997883,add_to_cart,2023-07-31 11:45:19.336810112,607890,desktop,email,208.25
6942055,8190122,454208,page_view,2024-06-26 07:46:47.133947849,364563,tablet,paid_search,179.69
5438366,7586050,609242,add_to_cart,2023-04-21 00:16:26.296187162,700091,mobile,organic,273.3
5944886,7489035,163967,page_view,2023-09-15 19:30:41.433140516,253134,mobile,paid_search,234.36
6285228,6587966,452480,page_view,2024-05-27 00:20:16.141900778,288652,mobile,paid_search,208.11
7945041,5737321,394899,page_view,2024-07-16 14:51:38.459046602,626838,mobile,direct,176.75
7702608,4011256,442950,page_view,2023-04-05 10:24:22.941736937,204661,mobile,paid_search,197.03
4446637,3863707,405344,add_to_cart,2024-06-04 04:59:56.492938280,795926,mobile,organic,273.47
4732855,4693623,846901,page_view,2024-09-08 16:49:31.435590029,520718,desktop,email,59.75
5695044,4882246,594875,add_to_cart,2023-06-21 00:30:51.806317329,706260,mobile,social,297.05
7628945,9123849,381705,page_view,2023-04-30 23:14:05.194925785,580382,mobile,organic,95.38
8628067,9875799,651011,purchase,2024-05-17 11:39:37.017143965,486498,mobile,email,80.22
3070041,1145087,827295,add_to_cart,2024-09-08 21:00:55.504137992,537875,mobile,email,234.68
4472560,5399643,501401,add_to_cart,2024-02-13 10:50:11.257372855,466359,mobile,organic,31.7
8767531,3315518,937113,page_view,2023-01-20 16:23:52.389745951,871300,mobile,social,143.58
2523870,8528268,569049,add_to_cart,2024-10-20 19:36:33.020876169,311437,mobile,paid_search,129.04
4105745,2510443,829874,purchase,2023-05-15 19:37:55.444969416,473711,desktop,paid_search,202.99
4922398,6224221,267090,page_view,2024-11-01 19:44:29.476229191,172874,mobile,organic,209.11
7468729,3219571,246201,page_view,2023-02-01 08:35:09.337240219,401078,desktop,direct,74.28
9881203,4321279,595059,page_view,2024-10-24 00:11:23.834383726,661163,desktop,organic,245.02
2788512,5350383,431975,purchase,2024-01-17 11:57:47.579296589,627213,mobile,email,19.97
8234716,4503381,516392,add_to_cart,2023-02-12 02:30:13.653030634,323649,mobile,organic,204.89
2864368,5591906,386818,page_view,2023-09-21 19:06:42.340905905,848451,mobile,social,168.69
5988540,8935321,614664,page_view,2023-04-09 14:29:22.293237448,847569,desktop,social,195.5
4358909,4491981,304408,purchase,2023-12-15 01:43:01.847931862,104220,desktop,organic,154.72
8713724,2960881,721692,add_to_cart,2023-11-26 08:13:31.421224117,301658,desktop,paid_search,126.14
6507730,9988596,619555,page_view,2023-07-31 19:44:56.278405428,102588,mobile,organic,120.94
2154839,2390496,166615,page_view,2023-12-31 05:08:16.361187935,175247,desktop,organic,263.44
7118141,6591986,389547,begin_checkout,2024-10-05 06:40:33.716325283,193251,desktop,paid_search,129.64
8368810,8192608,430439,page_view,2023-06-22 03:09:04.081309795,795550,mobile,organic,136.93
2396272,3877157,517213,add_to_cart,2023-01-06 04:55:43.670065880,609812,tablet,organic,281.25
4431077,5414183,558893,page_view,2023-01-02 13:33:07.035759211,676470,mobile,direct,79.9
4108395,5452149,737012,page_view,2024-05-11 17:03:11.392598867,917354,desktop,organic,168.38
7700056,6211471,552633,page_view,2023-04-11 19:31:28.650119781,889703,mobile,organic,22.88
2741175,7886300,237187,page_view,2023-05-14 11:49:47.499644279,801011,mobile,organic,100.72
6885788,9867486,227721,add_to_cart,2024-03-06 11:04:46.988072395,342440,mobile,paid_search,189.42
3851371,1684519,700634,add_to_cart,2023-01-21 06:56:13.785298347,718321,desktop,direct,209.08
2513854,7735467,304794,page_view,2023-06-12 19:16:41.058744669,990554,mobile,organic,48.99
4968530,5495174,481346,page_view,2024-02-13 00:21:59.704489470,443501,mobile,organic,267.79
4159856,4404925,629083,page_view,2023-07-18 17:24:35.576623678,286885,desktop,direct,107.82
5955996,2344574,236621,page_view,2023-04-05 00:40:39.928726435,387843,mobile,organic,89.73
3030170,6719250,509000,page_view,2023-07-31 00:28:20.716955900,623880,desktop,email,105.48
2151455,6241825,565165,page_view,2024-02-15 20:08:59.771426678,789411,desktop,paid_search,264.77
6319491,5617203,293710,add_to_cart,2023-12-09 01:14:12.376142979,246366,mobile,paid_search,88.33
5152788,4683266,940882,page_view,2024-08-29 14:25:42.775113344,456081,mobile,social,140.19
3251950,4159353,206296,add_to_cart,2024-07-21 17:44:50.033850431,511385,mobile,organic,74.8
3066315,6434319,897291,begin_checkout,2023-04-08 00:18:41.432613850,314984,mobile,paid_search,109.52
7685668,3085293,609584,page_view,2023-01-01 22:51:37.124527931,261123,desktop,email,174.53
2585874,4053373,349601,page_view,2023-09-05 14:29:22.221183062,541191,mobile,organic,287.31
6572835,4996129,153402,begin_checkout,2023-03-26 17:44:19.808043718,655749,tablet,paid_search,8.46
2743348,6297844,882016,page_view,2024-07-18 09:50:05.294076681,508778,desktop,email,127.25
2038625,4286658,895602,page_view,2023-12-19 02:32:57.951639175,359261,desktop,social,106.02
5865664,2032997,505109,begin_checkout,2023-04-10 11:10:19.030733824,672300,desktop,paid_search,211.11
2563931,3859505,976721,page_view,2024-04-20 07:48:27.028177261,907434,desktop,paid_search,259.81
4000178,4396997,860434,purchase,2023-08-31 12:00:14.900305271,849649,mobile,email,191.12
8581986,4404925,824529,page_view,2023-02-11 13:02:00.123689890,427940,mobile,paid_search,118.11
3477692,4992896,169710,begin_checkout,2023-09-05 06:43:09.076675177,797412,desktop,organic,143.85
4421975,2755799,188797,page_view,2024-07-09 23:40:50.067723036,375353,mobile,paid_search,252.73
6601055,4079590,313802,add_to_cart,2023-01-22 07:37:59.266473055,340391,mobile,organic,165.48
7542304,8686591,799031,add_to_cart,2023-04-13 23:06:56.609404325,993554,mobile,paid_search,286.37
7102690,7271058,201679,page_view,2024-10-19 04:38:15.271090508,708255,desktop,paid_search,65.52
2869741,6323938,148651,page_view,2024-04-13 20:39:25.650032997,756236,mobile,direct,245.02
4131431,7637612,558678,page_view,2023-05-02 15:03:25.127413511,860727,mobile,email,102.08
6691920,7990105,628351,add_to_cart,2024-04-29 01:05:51.356590033,512276,desktop,paid_search,79.75
2260465,4537827,375437,begin_checkout,2024-05-07 13:33:08.395043850,677553,mobile,paid_search,25.41
9208131,7714412,935794,page_view,2023-04-23 21:34:00.262875079,268055,desktop,organic,209.42
7121846,7037864,489089,page_view,2024-06-20 12:04:36.622480392,212026,mobile,direct,3.84
2335281,4685611,807768,page_view,2023-01-15 01:11:37.591730356,464705,mobile,direct,6.08
3620880,9564926,445958,add_to_cart,2024-01-27 15:01:57.666733027,416134,mobile,direct,133.05
8080680,8402526,437157,page_view,2024-05-29 00:13:34.065951824,807488,mobile,paid_search,177.7
9836348,9496931,133577,page_view,2023-01-25 01:34:40.546140194,970295,desktop,direct,22.42
6671964,6236243,178476,page_view,2024-12-19 00:40:02.514530658,318038,mobile,paid_search,273.96
6097128,8350994,551566,page_view,2024-03-08 03:44:07.640215397,179403,mobile,social,143.52
5426279,8384478,342664,add_to_cart,2024-01-22 06:04:47.642746449,702785,desktop,organic,92.31
6350474,5128245,163967,page_view,2023-02-11 21:25:29.239513636,573713,desktop,social,119.18
8192991,6773536,965973,page_view,2023-06-18 15:59:11.966215134,623328,mobile,paid_search,292.98
5063227,5573538,790154,add_to_cart,2024-02-25 01:53:12.424897671,832873,mobile,email,106.55
5359265,7451158,999465,page_view,2023-07-13 20:06:30.259306192,507904,desktop,social,129.76
9854369,2828665,496915,page_view,2024-12-07 15:19:29.142956257,530457,mobile,email,142.03
9021396,5005826,404563,add_to_cart,2024-02-12 03:56:22.146339178,676140,mobile,paid_search,98.05
3150225,5428825,566600,page_view,2023-11-23 14:55:47.870014429,433531,mobile,social,41.32
8432700,4398667,285528,add_to_cart,2024-04-13 23:09:52.291851521,285545,mobile,organic,243.75
5054342,2532380,433152,add_to_cart,2023-11-08 11:44:27.179964066,448008,tablet,direct,285.84
9492068,3557927,959182,begin_checkout,2023-02-01 18:29:41.177600145,993861,mobile,direct,148.46
8536545,4095267,838399,page_view,2023-05-11 16:38:52.754144907,337494,tablet,direct,157.46
2957692,6296706,209673,add_to_cart,2023-09-11 14:24:37.280916929,497788,mobile,paid_search,151.27
4506437,2932004,510987,add_to_cart,2024-03-16 21:53:14.548955679,489984,mobile,paid_search,136.2
5152309,6110697,273042,page_view,2024-11-20 18:13:37.496881008,993664,mobile,organic,166.27
8603323,3444519,206922,page_view,2023-11-26 04:58:22.512812614,741120,desktop,email,48.25
5850140,1729148,589266,page_view,2024-03-15 23:42:15.981214762,820596,mobile,paid_search,279.65
9122139,7306516,252894,add_to_cart,2024-12-15 01:09:53.846405506,122647,mobile,social,164.02
9934031,8406989,243896,page_view,2023-07-20 11:58:26.539956808,619924,mobile,paid_search,192.63
5894585,5414183,552633,page_view,2024-02-24 17:53:23.067270041,442916,mobile,social,135.86
4159745,5822179,387178,begin_checkout,2023-05-21 19:57:04.213426828,992346,mobile,paid_search,208.43
3108686,5681891,101574,add_to_cart,2023-03-29 02:28:37.281183720,747611,desktop,paid_search,109.66
4783803,5385416,474618,begin_checkout,2023-05-26 05:42:28.976082325,105601,mobile,paid_search,298.94
5618383,3567532,480310,add_to_cart,2023-10-28 06:02:38.943156004,964802,mobile,organic,44.21
9446242,3371938,525664,page_view,2024-01-19 18:44:00.191417933,617377,desktop,paid_search,263.56
5859840,2223877,527742,add_to_cart,2024-09-20 10:19:33.119896889,240196,mobile,direct,54.65
2225656,5171411,506352,add_to_cart,2024-01-01 22:10:47.582570076,811129,desktop,email,299.77
2346473,6135119,211347,begin_checkout,2023-09-28 07:58:34.641666174,377652,mobile,direct,233.69
6685891,1553623,866257,begin_checkout,2024-02-23 18:32:07.353025675,494629,mobile,organic,34.91
3034177,6149001,414051,page_view,2024-01-24 21:39:14.030025005,373518,desktop,paid_search,264.23
9649368,1361319,976544,page_view,2023-03-14 19:42:46.646022320,542382,mobile,paid_search,292.29
7636174,9473418,243964,add_to_cart,2024-03-11 16:25:03.378732920,843420,mobile,direct,110.26
6742087,7729196,726847,page_view,2024-05-16 00:09:37.063589573,834053,mobile,email,42.51
4581936,6681959,637617,add_to_cart,2023-09-12 19:07:41.088639736,718689,desktop,email,39.63
6415098,3262722,809235,add_to_cart,2024-04-16 00:15:05.318360567,408351,tablet,email,17.87
4560923,7948147,756645,add_to_cart,2023-11-28 00:55:02.926240921,249424,mobile,direct,59.26
7499483,3110343,765780,purchase,2023-10-28 10:35:23.765426397,383765,mobile,direct,275.73
6976252,9768039,525664,begin_checkout,2023-08-08 15:15:28.166566610,869311,mobile,email,254.48
3613044,6021659,550379,purchase,2023-07-08 03:50:46.882921457,575900,desktop,paid_search,219.4
5783718,7306516,246990,purchase,2024-05-05 01:05:47.717524052,478062,mobile,paid_search,45.45
3111792,5202356,378603,page_view,2023-08-14 02:03:49.227762699,751628,desktop,paid_search,291.44
5014075,4784133,965281,add_to_cart,2024-01-07 20:47:48.554177761,983912,mobile,paid_search,142.34
4915522,8772113,832368,begin_checkout,2023-07-01 03:23:47.831130028,555147,mobile,paid_search,126.92
8976273,5223635,808527,begin_checkout,2024-08-28 15:41:41.648276567,564762,mobile,organic,47.47
9424026,7988449,531175,page_view,2024-08-29 15:39:38.339570284,730240,mobile,email,74.46
5667812,5657149,882208,add_to_cart,2024-01-09 16:15:15.060580254,370512,mobile,paid_search,141.19
4143761,8054923,278362,page_view,2024-10-27 01:13:13.075473070,167682,mobile,organic,188.84
6642076,9352531,287307,add_to_cart,2023-03-19 07:02:17.908496618,962336,mobile,direct,279.68
4703663,5388140,802627,page_view,2023-02-03 22:29:03.241085052,902967,tablet,paid_search,124.38
6388832,2093781,999108,begin_checkout,2023-04-13 13:40:54.991518021,332352,mobile,social,68.86
7581546,5785060,599038,page_view,2024-09-05 15:20:20.287390947,957033,desktop,social,79.55
3888540,2432239,829612,page_view,2024-01-04 08:45:39.231447935,514525,desktop,organic,214.47
6512308,1525996,714513,add_to_cart,2023-10-20 07:03:12.916012287,492699,mobile,email,147.98
9085283,9667571,142537,purchase,2023-04-06 03:24:13.262791157,419969,mobile,email,156.9
6899633,1112361,768748,begin_checkout,2024-03-12 00:26:48.576517105,742296,mobile,organic,209.57
9238815,3912857,913175,add_to_cart,2024-05-09 15:48:40.893788338,217378,desktop,organic,127.76
6048467,1683418,784246,add_to_cart,2024-05-18 08:25:46.329238653,671063,mobile,organic,177.0
9297251,8406989,580412,add_to_cart,2023-04-25 15:18:49.071684122,708014,desktop,email,23.63
2106063,6773536,576412,page_view,2023-03-22 12:31:31.705135345,488452,desktop,organic,189.42
2016447,8125992,402605,begin_checkout,2024-05-11 09:51:18.611955643,982115,mobile,email,80.89
4161878,6990816,712723,page_view,2023-04-08 16:14:19.266941547,497624,mobile,organic,49.87
9825588,4732422,187323,purchase,2024-06-07 05:56:51.751051426,329327,mobile,organic,275.37
5644126,8441635,563052,purchase,2024-05-18 14:33:24.113353252,647589,mobile,social,37.84
3782099,1023623,386286,purchase,2024-10-05 12:16:53.435849905,240295,mobile,social,201.53
8001673,6018870,556398,page_view,2023-08-14 16:58:17.742489100,273107,desktop,paid_search,292.43
9544349,7121619,784939,page_view,2023-02-18 06:58:15.033151865,379143,desktop,organic,90.08
4730627,7989784,576150,page_view,2023-09-26 06:34:48.227819204,539899,mobile,organic,91.24
5253028,5805374,855845,page_view,2023-02-03 08:25:48.480092525,962491,mobile,social,13.51
6515703,6576618,832368,page_view,2023-03-21 05:56:16.782366991,582394,mobile,paid_search,188.7
4243295,1729148,534660,page_view,2024-02-08 19:40:51.056868076,463092,mobile,organic,218.28
8241893,9188931,606263,page_view,2024-07-20 16:12:49.525674581,168116,desktop,direct,289.5
8496470,7419673,156042,page_view,2024-08-19 16:57:21.671803236,949885,desktop,email,122.96
2443919,1114577,382057,add_to_cart,2023-07-27 01:22:17.083948851,542509,tablet,organic,292.39
2499153,4318352,975413,add_to_cart,2023-07-04 20:50:12.699290752,191112,mobile,social,284.64
3119070,1027009,314363,purchase,2024-01-02 17:40:32.102238655,481752,mobile,organic,185.74
9205894,2470198,312414,add_to_cart,2024-06-21 19:48:54.781058073,101833,tablet,organic,148.04
5312054,1448013,933473,add_to_cart,2023-12-21 07:10:57.290117502,347864,mobile,organic,226.55
8498655,6254166,912874,begin_checkout,2024-08-14 16:23:57.868912458,221228,desktop,paid_search,184.14
7358075,7549220,211282,page_view,2023-12-04 10:53:36.147123337,465083,mobile,email,121.21
3693797,3234732,477196,page_view,2023-11-26 12:26:00.382752895,363814,mobile,direct,65.38
9082413,2704204,244871,page_view,2024-08-08 14:32:38.190115929,121851,desktop,paid_search,91.11
8811695,7548239,740092,begin_checkout,2023-10-18 21:28:52.107796431,508153,mobile,paid_search,183.72
7845323,5684623,101688,page_view,2023-06-16 11:29:37.977408648,635152,mobile,paid_search,245.82
7257330,6806595,570233,add_to_cart,2023-12-09 15:44:23.698759794,236560,mobile,paid_search,27.64
2014425,7238920,265756,purchase,2023-07-26 17:04:06.166220903,224905,tablet,social,65.91
9373662,3571713,307937,add_to_cart,2023-02-15 04:05:36.686299324,949149,mobile,paid_search,152.47
3434487,4262786,480496,page_view,2023-08-18 05:40:33.782088995,829158,tablet,social,92.7
5095546,7514977,294326,add_to_cart,2024-12-28 22:48:41.448223591,871720,mobile,direct,249.69
2821617,5969113,945155,page_view,2023-02-14 21:22:16.026418686,588761,mobile,direct,240.57
6652325,9367342,360358,page_view,2023-05-28 09:42:54.241828918,246036,desktop,paid_search,222.5
3949472,6638427,677413,add_to_cart,2023-01-17 06:08:16.243708372,262545,mobile,organic,261.24
2267242,2783402,834302,page_view,2024-09-21 03:16:23.780336380,618504,desktop,social,72.03
5860566,8828383,125648,add_to_cart,2024-03-02 00:49:45.827970982,683100,mobile,paid_search,184.15
4216328,3315518,545952,purchase,2023-12-27 20:09:17.881062269,233013,mobile,paid_search,276.49
2296471,1142053,966334,purchase,2024-05-07 04:09:55.368473530,361998,desktop,social,136.71
5025558,8349767,713497,add_to_cart,2024-05-28 11:41:26.986077070,376247,mobile,organic,86.86
3304309,9473418,223771,page_view,2023-12-15 18:32:32.265330076,514158,mobile,organic,277.02
8819050,9222836,663869,page_view,2024-01-19 20:59:18.584947109,529351,mobile,organic,196.31
2520989,6284186,829002,page_view,2023-05-12 10:25:32.363737583,427219,mobile,paid_search,215.84
6127737,6295318,940462,add_to_cart,2023-04-18 13:44:24.502277136,521481,mobile,organic,262.89
8963307,4159353,730545,add_to_cart,2024-01-17 16:41:38.486740112,753132,desktop,organic,170.68
6319998,4855281,378083,page_view,2024-01-13 00:56:37.975819349,244760,desktop,organic,29.05
5912173,1252792,475760,page_view,2023-11-05 04:27:49.001513481,301537,desktop,organic,223.4
6831096,5443216,757216,page_view,2023-04-23 16:01:40.784235716,919974,mobile,organic,264.58
3459184,5545017,884727,page_view,2024-08-28 04:27:32.086194754,872713,mobile,paid_search,123.18
7938981,6616392,871382,add_to_cart,2024-06-29 04:43:42.609661102,587588,mobile,direct,171.59
5653294,5985832,475610,add_to_cart,2023-02-25 02:19:33.065171242,902977,desktop,email,287.45
7081881,2396697,890266,add_to_cart,2023-08-30 12:30:05.449820042,755488,mobile,email,37.05
