user_id,signup_date,country,device_type,traffic_source,is_new_customer,favorite_product_id,lifetime_orders,lifetime_value
1188207,2021-06-17 04:44:29.909187794,UK,desktop,email,1,252568,17,4451.73
2990417,2023-06-26 01:20:31.737323046,France,mobile,direct,0,827295,15,3330.37
1296032,2023-03-27 21:35:28.781051159,Germany,mobile,organic,1,968700,36,2329.47
4349568,2021-10-14 10:46:18.526161194,UK,mobile,paid_search,1,284199,35,8806.16
1816650,2021-11-24 11:17:35.931304932,Germany,mobile,social,0,943393,20,6674.94
4351052,2021-03-15 01:48:22.475353718,Germany,mobile,organic,1,442346,17,2367.94
8242803,2024-07-04 04:36:43.999376297,UK,mobile,social,0,449597,19,862.75
7849136,2023-01-12 13:20:32.053873539,France,mobile,organic,1,983150,12,8194.69
7278045,2023-05-31 09:28:24.009785891,USA,tablet,organic,1,699316,39,4788.07
9556159,2024-09-18 01:13:08.947951078,Turkey,mobile,organic,0,487532,33,5251.84
7877807,2021-05-01 17:09:37.964735508,USA,tablet,organic,1,945811,2,7319.3
9031759,2023-09-10 12:04:57.057096243,UK,mobile,paid_search,1,421228,26,6865.03
7735467,2022-10-09 06:25:22.841005802,UK,mobile,organic,1,741294,12,1057.77
8445880,2022-05-31 16:17:31.815831184,UK,desktop,organic,1,729752,13,5577.36
6110697,2024-09-14 09:29:06.174742937,USA,desktop,organic,1,276723,20,3227.3
7392349,2023-08-06 14:11:29.552009106,USA,mobile,direct,1,293710,48,7460.62
8135538,2024-02-16 05:24:15.939151049,France,mobile,direct,1,687036,16,9726.13
8936725,2024-08-23 14:11:51.235290766,UK,mobile,organic,1,498006,26,4486.44
4159353,2022-09-15 18:37:35.156253815,Turkey,desktop,direct,1,668562,17,9861.48
1978228,2024-04-01 20:50:19.675841570,UK,desktop,paid_search,1,610771,20,5065.26
1825530,2024-08-15 01:55:28.525367736,Germany,mobile,organic,1,631796,6,6424.96
1204110,2023-11-12 04:07:20.894652128,Turkey,desktop,paid_search,1,829657,27,6184.76
2264334,2021-07-29 11:16:02.271449804,USA,desktop,organic,0,583889,35,901.81
9974088,2021-04-19 11:30:35.894528389,Turkey,mobile,paid_search,0,306886,32,363.18
7549220,2021-11-07 01:19:42.690468550,France,mobile,paid_search,1,549599,42,832.14
5402933,2021-08-23 03:23:59.196954489,Germany,desktop,organic,0,352636,3,6850.58
2101461,2023-08-17 22:14:31.381948709,UK,desktop,organic,1,320999,29,3654.79
7529675,2023-06-28 14:42:16.560906172,USA,desktop,organic,1,636561,2,6177.31
2441158,2024-05-09 05:31:54.057686806,Germany,desktop,social,1,127073,35,4716.03
3506927,2022-03-10 20:20:11.287671566,Turkey,desktop,social,1,206515,38,8879.59
7864270,2023-10-09 09:01:14.621542931,UK,desktop,organic,1,848469,24,1867.11
4522183,2022-08-02 17:04:51.262815713,Germany,mobile,social,1,236621,12,9877.83
9824418,2023-05-10 13:09:31.799369097,Germany,mobile,organic,1,322412,23,8071.63
8383555,2024-09-11 08:46:18.781402826,Turkey,mobile,direct,0,753872,33,3837.12
6605230,2024-06-19 03:00:36.190809965,Germany,tablet,email,0,185674,3,5419.69
5993259,2024-04-07 05:16:19.379745007,Germany,desktop,social,1,728511,13,4854.09
6111096,2024-07-28 16:02:43.243946791,France,tablet,direct,0,215714,16,4037.31
6431355,2022-04-23 21:52:47.095536470,Turkey,tablet,email,1,653662,10,6230.38
4874664,2022-04-12 23:00:26.442211390,France,desktop,paid_search,1,490754,25,7343.94
4798031,2022-01-02 09:00:07.722481728,Germany,desktop,organic,0,674253,37,2284.03
1716775,2023-11-11 14:11:37.841761827,Turkey,desktop,social,0,951706,22,5839.48
7332430,2021-03-08 21:51:25.955765724,Turkey,desktop,email,1,297403,10,1601.96
5833078,2021-07-20 06:04:35.154273510,Germany,desktop,organic,0,166189,40,3496.52
8025651,2024-07-15 01:57:38.833372831,France,mobile,social,0,172562,44,859.23
3305467,2022-08-29 15:10:29.827256918,Turkey,mobile,organic,1,992416,2,4845.93
7713824,2023-06-16 20:16:04.028366327,USA,tablet,organic,1,471945,42,4305.48
2900339,2023-07-24 08:09:54.142796040,Turkey,tablet,email,0,210779,8,6808.69
8521154,2022-08-03 18:59:45.249790430,Turkey,desktop,organic,1,725724,31,6762.37
8799483,2022-03-03 23:28:52.621816397,Turkey,mobile,social,1,353201,32,1699.72
4142705,2021-09-10 20:28:28.457446575,Germany,mobile,paid_search,0,301108,34,6200.68
7869039,2022-04-28 09:49:37.558925390,Turkey,mobile,organic,1,698989,9,9169.82
3192725,2021-07-19 08:58:24.113120317,Turkey,mobile,social,1,649068,6,7151.57
2187420,2021-04-23 09:18:27.991513014,UK,mobile,social,1,827550,33,3326.07
8397979,2022-10-02 10:41:36.552045107,USA,mobile,organic,0,202437,3,96.21
3666519,2022-10-26 03:50:07.706490517,France,desktop,organic,0,814518,11,4214.98
8027599,2021-08-16 17:48:18.672762871,UK,desktop,email,0,819608,5,1450.9
1718271,2021-01-24 02:57:41.289701939,Turkey,mobile,organic,0,858611,36,6887.73
5150849,2024-03-02 02:24:24.318581104,Turkey,mobile,paid_search,1,165878,23,5576.22
9339503,2024-12-31 17:54:39.999543905,Turkey,mobile,social,1,645620,11,4960.24
4483215,2023-12-04 21:06:54.514574051,UK,desktop,paid_search,1,280698,48,8494.56
6910956,2022-08-29 13:18:48.101808310,Turkey,desktop,direct,1,145668,32,5654.97
6903978,2023-06-07 13:39:01.579936028,Turkey,desktop,organic,0,542007,7,3156.47
7347458,2024-03-09 13:20:24.905683517,UK,mobile,paid_search,0,700714,13,7975.47
5948617,2023-01-11 21:35:48.586544514,Germany,mobile,paid_search,1,642047,21,8074.58
5591906,2023-07-17 11:45:19.350706100,UK,mobile,organic,1,250750,35,5505.04
4328236,2023-09-08 04:57:58.980122805,Turkey,mobile,social,1,522606,48,8768.75
9850735,2021-03-10 01:14:04.170001030,Germany,desktop,email,0,773671,3,7396.2
6354147,2021-11-01 17:28:14.261476755,Germany,tablet,organic,1,867788,22,9117.62
5350383,2022-04-16 14:20:15.826153517,USA,mobile,social,1,273042,17,9920.57
6507813,2022-01-24 19:52:09.576242447,USA,mobile,organic,1,117415,39,7200.16
8406989,2024-10-27 13:35:09.103517056,Germany,mobile,social,1,291249,21,2558.82
1525996,2023-09-07 11:13:08.708471537,Germany,mobile,organic,0,804033,25,3866.35
5320703,2021-05-10 16:27:01.648494005,USA,desktop,social,0,181525,19,1689.99
5831839,2023-07-15 20:34:07.801886082,Turkey,desktop,paid_search,0,766443,31,996.54
8254034,2024-08-12 19:36:00.482018471,USA,mobile,social,1,499339,42,4897.02
6329988,2022-04-18 06:50:36.353234529,UK,mobile,direct,1,991109,12,1144.0
7396937,2024-02-04 19:21:31.882961750,Germany,desktop,paid_search,1,663171,7,5793.63
9608987,2023-10-11 21:27:31.593392611,USA,mobile,paid_search,1,702429,20,7614.82
1948409,2021-06-23 22:48:52.659437895,Germany,tablet,organic,0,761287,3,4341.93
4106712,2022-07-10 21:54:41.988511801,USA,mobile,paid_search,1,180716,28,206.86
5168788,2021-11-19 15:14:43.075511456,Turkey,mobile,email,1,361482,22,1245.99
2225976,2021-02-23 09:23:47.813900232,Germany,mobile,paid_search,1,431975,42,7050.93
9356218,2021-03-10 01:26:01.409223557,USA,tablet,organic,0,508476,25,7129.82
5133657,2023-08-16 00:26:58.485539913,Turkey,desktop,organic,1,407063,10,1172.67
2755799,2021-02-05 13:38:45.218099833,UK,mobile,organic,1,771452,3,7948.75
5495174,2022-08-27 13:16:04.420526028,Turkey,desktop,direct,1,967104,17,3490.39
6153910,2021-09-11 11:32:09.041602612,USA,desktop,social,1,377083,32,5843.38
2117281,2023-09-23 11:17:21.615786314,Turkey,mobile,social,1,126133,49,330.98
9768039,2023-02-17 01:59:56.242966890,USA,mobile,email,1,747718,49,4458.11
3220802,2022-06-20 05:59:00.506617069,Germany,desktop,email,1,558893,19,7631.47
7273514,2023-03-17 19:19:25.751926422,France,mobile,paid_search,0,580412,18,9384.0
3219691,2022-09-12 13:18:53.874444246,Turkey,mobile,direct,1,105308,27,7132.85
7687636,2024-08-24 15:22:20.498260260,UK,mobile,organic,1,562618,36,803.09
4610773,2024-03-12 16:52:16.439903259,UK,desktop,social,1,474618,34,5138.98
5753466,2024-02-05 00:29:40.392823458,Turkey,desktop,organic,1,143152,31,397.66
4175644,2022-06-06 14:29:34.696910858,Germany,desktop,organic,1,796646,21,2214.74
8359721,2021-09-04 17:53:44.210979223,France,tablet,direct,1,260918,17,226.51
1650995,2024-07-07 12:25:48.376960754,Germany,mobile,organic,1,948424,24,6177.88
2047279,2023-03-20 13:18:22.625638723,Turkey,mobile,paid_search,1,850187,6,5557.06
2809004,2022-04-24 08:43:33.955479622,Germany,desktop,social,1,832832,1,6915.03
4001188,2022-02-10 16:49:07.056866169,Turkey,desktop,organic,0,656984,25,8076.03
2404136,2021-03-18 19:30:27.338978767,Germany,mobile,email,0,283490,16,7283.42
5826375,2022-12-13 01:58:45.989580631,USA,mobile,direct,1,698248,20,3144.34
1412262,2021-02-16 09:44:38.494055748,Turkey,desktop,social,0,269434,46,9785.44
4295493,2021-09-17 04:51:18.529996872,UK,desktop,paid_search,1,576134,36,3718.93
7273984,2021-09-26 08:06:02.707008362,Turkey,mobile,social,0,572258,23,9397.76
5029977,2024-05-10 20:13:18.793193102,Turkey,mobile,email,0,304794,11,1349.57
8770045,2024-05-25 19:27:19.773535013,Turkey,desktop,paid_search,1,813261,23,5500.07
4478565,2021-04-14 10:52:10.392267942,Turkey,tablet,social,1,992416,44,3008.12
3444409,2024-11-13 10:45:45.367013454,UK,desktop,direct,0,789354,1,1631.42
5383486,2021-02-01 20:30:57.880449057,UK,mobile,organic,1,332189,29,7346.36
5896415,2022-05-31 02:56:45.709660530,USA,mobile,paid_search,1,421194,26,7653.27
2347060,2021-04-28 00:09:21.875212431,UK,mobile,organic,0,551566,15,3398.95
5595914,2024-07-08 14:59:59.954748392,USA,mobile,paid_search,0,717924,7,4145.15
4239531,2023-02-01 07:00:09.726270199,USA,desktop,social,1,234505,41,7116.56
4790082,2022-06-04 04:45:45.576637268,UK,tablet,organic,1,827295,43,3445.19
6965482,2024-11-29 14:20:45.589615345,Germany,mobile,direct,1,430512,23,6257.6
3689378,2021-08-19 01:06:40.281411409,Turkey,desktop,email,1,333406,25,1910.9
1219021,2023-08-27 02:33:17.795155764,France,desktop,organic,1,827550,16,2235.32
6359508,2023-03-02 15:41:23.305847406,USA,mobile,paid_search,0,662879,25,5680.05
6369946,2021-04-10 02:49:39.260574578,Turkey,mobile,social,1,100060,13,8192.7
7734289,2022-05-06 23:39:38.643492937,Turkey,mobile,organic,0,434982,10,1976.89
6425193,2021-11-26 10:28:57.283438683,Turkey,mobile,direct,1,656919,28,6703.9
7514977,2022-04-23 08:30:54.960751534,France,mobile,paid_search,1,994983,30,2970.25
3533846,2021-02-26 23:25:35.084720373,Turkey,tablet,direct,0,442346,33,5777.12
9428501,2021-07-31 08:33:16.009863853,UK,tablet,organic,1,353201,43,5949.19
8313488,2022-06-30 02:56:40.659547806,USA,mobile,organic,1,374452,40,9210.21
3807357,2021-05-18 17:26:15.943884134,Turkey,mobile,social,1,768390,37,1091.08
5389782,2021-11-19 12:31:04.190477133,Turkey,desktop,email,1,715531,10,4222.75
2721908,2021-02-21 15:58:30.623286724,Turkey,desktop,direct,1,910706,46,1834.92
1761870,2022-03-19 09:43:25.113937378,UK,mobile,organic,1,156042,2,280.12
5514031,2023-07-13 02:46:10.215901613,Turkey,desktop,social,1,927372,36,1655.07
6680298,2022-02-22 10:30:21.219707012,Germany,mobile,email,1,663171,17,737.39
2298604,2023-11-24 07:17:10.580889702,France,mobile,organic,1,575340,6,6401.8
1269482,2022-08-28 14:47:59.664514542,Turkey,desktop,organic,1,674498,46,306.83
1428270,2021-08-14 22:12:12.236021519,UK,mobile,paid_search,1,640867,48,6812.28
1469281,2021-11-28 07:21:55.930009604,Turkey,mobile,organic,1,294470,14,7821.91
2279116,2024-04-08 02:54:58.708906174,Germany,desktop,organic,1,368754,34,3085.21
4762266,2024-11-02 22:11:19.585994482,UK,mobile,direct,0,660209,35,2727.93
6264752,2021-02-17 18:12:48.730223656,France,tablet,organic,1,225284,5,6670.6
2093781,2022-04-15 19:07:22.833807230,UK,mobile,social,1,288909,1,6045.91
4624855,2021-09-10 23:22:47.378856421,UK,mobile,direct,1,385804,28,5202.61
3590445,2023-05-11 17:50:41.050549507,Turkey,mobile,paid_search,1,533743,1,4429.94
2189600,2024-09-01 17:00:57.443271399,Turkey,mobile,direct,1,681665,33,6321.96
4577923,2021-09-12 02:22:45.206630707,USA,desktop,social,0,932413,12,3106.17
3234732,2024-02-25 04:37:59.225859642,Turkey,desktop,paid_search,1,748566,7,3839.01
2401089,2022-02-23 15:55:44.639227152,Turkey,mobile,organic,1,650256,14,9929.78
2233640,2022-01-04 22:07:44.979093790,UK,mobile,organic,1,183385,7,7770.29
3565145,2024-10-15 07:02:15.539822102,Turkey,mobile,social,1,454208,16,9983.98
6195581,2022-12-13 18:28:39.751164913,Turkey,mobile,paid_search,1,185777,45,9356.26
7247049,2021-01-18 08:04:14.799217224,Turkey,mobile,direct,1,808527,23,4415.0
7525376,2022-04-07 21:03:23.659891844,Turkey,desktop,paid_search,0,641200,33,6589.98
8124297,2021-01-04 21:23:56.482462645,France,desktop,paid_search,1,749920,44,2604.43
5688398,2022-01-02 06:26:26.833331585,Germany,desktop,social,1,378967,8,6213.89
6074986,2023-08-15 06:06:12.691633701,Turkey,desktop,email,0,959182,28,5820.62
8670017,2021-05-05 14:07:28.451789618,UK,desktop,email,1,498039,13,1525.36
2385906,2023-07-30 04:19:01.246607304,Turkey,mobile,direct,1,353335,24,6452.29
4537064,2024-10-16 04:01:12.921062231,Germany,desktop,social,1,857111,11,2816.18
7886300,2023-11-22 01:54:36.809540033,UK,mobile,paid_search,0,326547,2,3769.02
4398667,2024-11-21 03:52:53.206283092,Turkey,mobile,social,1,464060,16,2517.73
3465197,2024-05-09 23:16:00.800553560,Germany,desktop,organic,1,713497,41,9029.21
3981491,2021-07-08 17:53:59.382043839,Turkey,tablet,paid_search,0,702246,18,1800.82
7611797,2024-08-15 08:34:37.077626705,Germany,tablet,social,1,720530,21,8578.9
3877157,2024-10-20 03:21:49.824465275,Turkey,mobile,organic,0,381705,30,5360.92
5349502,2024-06-18 23:45:00.815021038,UK,mobile,organic,0,434216,30,1728.85
3970058,2023-12-03 14:33:37.855878830,UK,mobile,organic,1,915204,8,3545.96
3628682,2024-02-27 15:11:30.535484552,Turkey,mobile,paid_search,1,533753,45,1160.9
7382766,2024-03-16 14:55:21.689389229,UK,mobile,direct,0,218381,32,8916.35
1727232,2022-12-04 09:17:26.280247688,Germany,desktop,paid_search,1,963049,1,3454.9
1067211,2021-07-05 15:06:23.998308659,Turkey,mobile,direct,1,755612,35,4272.27
5277355,2021-02-05 12:58:38.236263752,USA,desktop,social,1,423328,37,7121.46
9212777,2023-09-21 11:44:19.645749807,Turkey,mobile,paid_search,0,615130,32,8788.36
8480059,2024-05-11 01:03:03.040614128,USA,desktop,direct,0,893245,10,6832.93
4130448,2023-03-20 16:33:59.575716257,USA,desktop,organic,0,361482,4,7356.42
1112361,2023-05-15 01:18:12.702043056,Turkey,tablet,email,1,225295,1,855.29
5389395,2022-08-25 04:37:29.356064558,Turkey,mobile,email,1,223412,28,8013.39
8805787,2021-03-11 22:51:38.061697006,Turkey,mobile,paid_search,1,694617,49,8796.07
1405731,2021-05-17 10:14:52.479343176,UK,desktop,social,0,970706,45,7865.77
8113216,2021-01-14 21:41:45.485579491,Turkey,mobile,paid_search,1,752931,21,7118.81
8386700,2021-05-03 04:56:00.526078701,USA,tablet,organic,0,356668,30,8337.33
2698924,2022-10-28 22:47:44.078650951,UK,desktop,paid_search,1,662725,45,8444.47
7956711,2023-09-20 14:53:49.253784418,UK,mobile,email,1,632607,37,7325.12
6767170,2024-07-19 15:41:58.303973675,France,desktop,organic,0,994006,29,8946.77
6974040,2024-05-21 02:08:57.705767870,Turkey,mobile,social,1,744638,20,3470.75
2581045,2022-06-19 23:11:42.210949421,France,mobile,social,1,459569,11,1149.61
5905592,2024-12-31 06:11:04.310757399,UK,mobile,paid_search,1,553059,25,2553.56
3615929,2022-09-15 05:18:00.118261576,Turkey,desktop,direct,0,282580,5,2558.58
8735848,2023-10-19 18:16:32.533727407,Turkey,mobile,organic,1,443327,1,659.33
7419673,2023-11-07 14:03:21.587112665,Turkey,mobile,direct,1,306104,39,2218.92
7637612,2024-12-15 19:25:13.511838436,UK,desktop,paid_search,0,239917,43,499.5
2578455,2022-04-19 19:12:06.226180792,Turkey,mobile,paid_search,1,457313,24,7879.3
3677594,2022-12-21 07:02:30.706881285,USA,desktop,organic,1,295701,42,2052.98
2301467,2024-09-18 23:10:42.590595722,Turkey,tablet,direct,1,607556,11,2338.68
4489651,2022-08-23 19:47:03.487753868,France,desktop,organic,1,525940,32,7617.82
9198616,2022-11-24 08:15:38.187721491,Turkey,desktop,organic,1,759700,23,1573.76
6151051,2021-04-28 11:54:31.176685333,Turkey,mobile,email,1,555411,34,6064.25
1225226,2022-01-02 13:02:50.373394012,Germany,mobile,paid_search,1,482998,7,8531.36
3940930,2022-03-11 22:52:41.771508932,USA,desktop,paid_search,1,436994,43,6277.15
4161896,2021-04-10 12:07:21.755140305,USA,tablet,paid_search,1,158098,23,4495.99
6122432,2023-10-04 00:35:31.413449764,Germany,mobile,paid_search,1,305669,11,6817.22
2689919,2022-02-04 13:33:14.498468161,UK,mobile,paid_search,1,921341,26,2145.31
6157333,2022-01-18 23:39:54.234922171,Turkey,mobile,organic,0,439362,34,6359.22
6030789,2023-03-20 10:45:29.740825891,France,desktop,direct,1,258899,18,5922.32
4077574,2023-09-10 05:32:50.786389589,Turkey,tablet,direct,0,110406,10,9771.01
9775247,2022-06-26 09:26:19.500903844,Turkey,desktop,direct,1,551152,48,2255.94
8643744,2024-11-18 22:24:51.479192257,USA,desktop,social,1,351677,34,5617.59
4287293,2021-12-02 17:05:30.268989563,Turkey,mobile,paid_search,1,969232,35,2453.61
8190122,2022-11-18 15:12:38.161794424,UK,mobile,organic,1,392772,10,99.45
6159584,2023-03-26 04:56:35.300011635,USA,mobile,direct,1,545952,38,1128.98
9725988,2023-01-10 00:28:07.790632010,UK,mobile,paid_search,0,393507,39,5065.42
2117027,2022-10-08 14:14:18.621112347,Turkey,mobile,organic,1,250854,42,9362.46
4440498,2024-03-30 06:34:39.742891788,Germany,desktop,direct,1,675216,21,3254.14
3503374,2021-11-17 12:10:40.813985586,UK,mobile,paid_search,1,935794,14,1766.79
2882907,2024-12-23 02:41:34.074856520,France,mobile,direct,1,545031,24,9484.67
4688621,2022-07-11 03:38:55.104096174,Germany,desktop,direct,0,791582,32,6680.79
2076802,2023-12-16 19:38:22.849473476,UK,mobile,email,1,733110,14,2344.08
5927173,2022-08-19 05:36:22.917677164,France,tablet,email,1,890309,45,4396.63
7737194,2024-12-21 02:05:03.864261627,UK,mobile,paid_search,1,335511,9,4308.53
4840052,2022-04-07 12:10:51.231101274,UK,mobile,direct,0,556768,14,5146.57
3870881,2023-09-16 00:02:28.644268751,Turkey,mobile,direct,1,481874,9,5891.98
1044855,2023-02-13 14:55:58.704212904,Germany,mobile,social,1,286919,9,3470.01
1240963,2021-07-06 23:45:20.711993217,USA,mobile,social,1,259486,8,1569.71
7121619,2024-01-14 02:57:05.439645767,Germany,mobile,paid_search,1,404944,12,1093.71
2451676,2023-08-25 02:10:13.393641233,USA,mobile,organic,0,661037,20,1301.6
7656617,2022-07-25 09:29:50.489137411,Turkey,mobile,organic,1,983557,16,5681.31
9095392,2021-05-21 13:53:23.859935045,Turkey,mobile,organic,1,225284,25,7665.67
1592894,2023-12-15 01:10:10.589518547,Germany,tablet,organic,1,313071,20,2295.1
2085912,2024-05-20 17:06:34.754064083,Turkey,mobile,organic,1,926003,37,9324.26
5309683,2023-02-17 09:59:05.701891422,France,mobile,paid_search,0,941801,42,1107.68
5375584,2024-05-08 00:32:56.841319561,Germany,desktop,organic,0,440646,17,6483.33
1114577,2023-12-01 06:28:33.614585400,USA,mobile,organic,0,968810,38,8095.45
6291342,2024-11-14 03:59:33.157968283,Germany,mobile,direct,1,478937,34,8636.75
3087064,2022-11-08 23:52:18.987267494,Turkey,mobile,organic,1,802627,2,1034.14
2383808,2023-10-23 06:04:02.781536102,Turkey,mobile,organic,0,290240,47,1968.7
2511637,2021-04-12 11:02:52.949619055,Turkey,desktop,direct,1,165878,34,1323.87
4736348,2023-07-18 20:06:42.300446510,Turkey,mobile,paid_search,1,972884,46,8363.03
6616423,2024-11-06 21:29:57.034619808,UK,mobile,organic,1,110406,29,7613.61
2431114,2021-06-13 02:06:04.723538399,France,desktop,email,1,587237,1,2486.23
2231104,2022-12-27 09:33:36.602754831,Germany,mobile,social,1,506352,44,7529.15
6628464,2024-12-16 11:00:06.568186760,Germany,tablet,paid_search,1,288749,27,3320.45
2921984,2021-11-05 09:04:48.038606167,Germany,mobile,organic,0,236747,45,6966.07
9151313,2024-12-11 04:41:23.184973955,France,mobile,email,1,919950,30,3569.14
4892208,2022-06-30 19:45:09.506254435,Germany,mobile,social,0,731062,34,2873.84
5989281,2021-01-19 09:12:05.165585518,UK,mobile,social,0,886180,8,8090.27
7134206,2023-09-24 12:16:40.059665203,UK,desktop,direct,0,454208,2,7763.3
1530822,2022-04-24 13:00:18.306578636,Germany,mobile,direct,1,306104,11,2683.35
9313136,2023-06-08 10:01:23.090210915,USA,desktop,organic,1,848469,34,1679.67
5819204,2024-11-30 15:20:12.382266760,UK,desktop,email,0,752931,27,6012.6
4544475,2024-01-23 06:26:46.083486557,USA,mobile,social,1,267090,44,6397.28
4997699,2021-11-27 21:30:32.226095915,UK,mobile,paid_search,1,958831,16,5980.01
9791904,2023-10-21 13:38:30.457670450,Turkey,desktop,social,0,560657,46,9331.52
3085293,2022-12-27 10:23:48.509696960,Turkey,mobile,paid_search,0,620524,14,7650.4
7773924,2023-08-09 08:33:36.944019079,USA,desktop,paid_search,0,608267,25,9638.1
3301597,2021-08-07 04:16:24.532894850,Germany,mobile,organic,1,286486,22,7583.32
2382933,2021-12-10 10:52:13.108955383,USA,mobile,direct,1,869184,28,9886.77
6332402,2023-04-14 03:19:58.012474775,Turkey,mobile,email,0,442346,14,9951.03
7487132,2021-04-21 04:01:42.751824617,Turkey,mobile,organic,0,609242,6,8140.03
