product_id,product_name,category,sub_category,brand,price,discount_price,cost,launch_date,seller_id,stock_quantity
106146,Beauty_Makeup_106146,Beauty,Makeup,BrandC,394.94,323.38,287.44,2020-09-07 17:39:29.272344589,59113,603
184650,Electronics_Mobile_184650,Electronics,Mobile,BrandB,167.65,126.42,101.77,2022-09-26 03:35:06.606604099,61968,489
127697,Home_Decor_127697,Home,Decor,BrandA,1675.79,1412.91,1310.13,2021-11-27 06:54:29.557579517,72727,311
741733,Sports_Outdoor_741733,Sports,Outdoor,BrandA,1056.66,806.99,643.02,2021-12-24 21:01:00.326921463,57074,118
342503,Fashion_Women_342503,Fashion,Women,BrandB,1841.29,1474.54,1166.14,2021-04-08 03:06:46.632874012,59295,904
796365,Home_Furniture_796365,Home,Furniture,BrandE,162.1,152.68,107.22,2023-06-10 06:18:28.808471680,53827,63
523106,Sports_Outdoor_523106,Sports,Outdoor,BrandE,320.97,256.36,223.38,2021-07-27 03:44:39.080278397,69600,194
363598,Home_Decor_363598,Home,Decor,BrandD,1011.64,908.82,580.43,2022-06-08 07:38:21.058904648,68369,539
726144,Electronics_Laptop_726144,Electronics,Laptop,BrandE,127.49,104.02,86.3,2021-08-10 09:33:34.832597733,78018,703
918710,Electronics_Laptop_918710,Electronics,Laptop,BrandF,1170.38,867.31,935.14,2022-11-11 16:35:19.367280960,70680,337
957570,Home_Furniture_957570,Home,Furniture,BrandF,512.11,412.16,251.0,2024-04-24 17:48:59.396528244,64909,808
695822,Fashion_Shoes_695822,Fashion,Shoes,BrandD,397.95,349.47,277.53,2024-04-30 22:03:39.218766928,64340,286
749920,Home_Decor_749920,Home,Decor,BrandD,1550.35,1533.38,723.81,2021-02-09 11:12:30.566465855,65551,574
875260,Sports_Fitness_875260,Sports,Fitness,BrandB,1994.56,1907.54,1591.52,2024-01-29 21:00:54.825333357,51955,127
525664,Electronics_Accessories_525664,Electronics,Accessories,BrandA,1018.72,900.92,660.83,2024-06-05 04:02:00.072028637,63927,992
638387,Fashion_Women_638387,Fashion,Women,BrandE,1791.27,1719.85,955.76,2024-04-28 05:39:39.407705545,58963,666
459569,Home_Kitchen_459569,Home,Kitchen,BrandA,21.16,17.84,15.19,2022-03-15 11:10:18.140632391,78565,718
437427,Electronics_Mobile_437427,Electronics,Mobile,BrandB,1755.0,1353.0,796.17,2022-04-21 03:27:10.820498705,58192,838
521681,Electronics_Mobile_521681,Electronics,Mobile,BrandC,1054.44,1008.74,754.42,2022-08-29 21:51:26.963637590,52710,573
790154,Fashion_Women_790154,Fashion,Women,BrandC,641.44,460.78,266.63,2020-05-17 08:25:25.032263041,67628,360
532741,Beauty_Makeup_532741,Beauty,Makeup,BrandB,1545.42,1210.98,982.12,2021-02-27 00:19:35.002270460,64875,635
688573,Fashion_Women_688573,Fashion,Women,BrandF,205.07,165.97,159.17,2024-03-29 02:36:50.563859224,76048,564
941400,Electronics_Audio_941400,Electronics,Audio,BrandB,1952.12,1440.34,1454.72,2022-01-19 05:31:03.984425783,54104,742
665978,Fashion_Accessories_665978,Fashion,Accessories,BrandD,1076.23,973.31,747.62,2021-04-06 06:03:53.961177588,62035,957
219406,Electronics_Mobile_219406,Electronics,Mobile,BrandA,1557.89,1091.42,652.18,2024-01-27 00:38:44.507707596,51477,262
957297,Fashion_Accessories_957297,Fashion,Accessories,BrandC,178.65,169.41,110.76,2022-06-09 23:39:12.031609058,59443,484
211347,Toys_Board Games_211347,Toys,Board Games,BrandD,690.36,636.75,342.43,2024-10-11 10:57:14.402776480,61828,213
693875,Sports_Fitness_693875,Sports,Fitness,BrandF,484.94,346.54,272.38,2021-10-11 16:31:09.293731689,64417,819
841384,Sports_Fitness_841384,Sports,Fitness,BrandA,855.55,738.42,362.68,2024-07-09 01:50:55.363845825,60297,796
482841,Fashion_Shoes_482841,Fashion,Shoes,BrandA,807.48,706.8,424.93,2021-04-17 03:56:18.290436029,50991,778
273308,Electronics_Laptop_273308,Electronics,Laptop,BrandB,950.26,676.78,406.66,2024-10-27 23:22:12.085805655,72392,272
423471,Fashion_Accessories_423471,Fashion,Accessories,BrandB,1918.37,1558.53,1466.66,2022-10-17 00:08:01.455735922,64201,975
832368,Home_Kitchen_832368,Home,Kitchen,BrandC,356.51,305.3,269.94,2020-06-28 08:15:24.707025290,66160,79
842595,Beauty_Skincare_842595,Beauty,Skincare,BrandA,1276.93,905.75,639.91,2021-03-16 13:57:37.204385757,74855,778
110406,Fashion_Men_110406,Fashion,Men,BrandA,1243.81,1105.66,684.16,2022-01-20 02:51:55.617594242,71468,712
136888,Beauty_Skincare_136888,Beauty,Skincare,BrandA,1399.46,1293.58,1044.61,2021-06-29 17:53:31.550965071,67621,860
126546,Electronics_Laptop_126546,Electronics,Laptop,BrandB,1035.15,806.64,708.78,2024-02-12 12:34:21.773312092,58661,789
866450,Beauty_Makeup_866450,Beauty,Makeup,BrandD,672.26,658.41,319.22,2020-12-10 03:01:24.672212124,65206,927
125280,Fashion_Accessories_125280,Fashion,Accessories,BrandA,1778.56,1438.02,1106.4,2024-11-18 09:10:55.336487055,57685,811
510757,Toys_Board Games_510757,Toys,Board Games,BrandA,234.74,193.39,163.24,2024-11-05 01:36:48.373941183,55279,695
284063,Fashion_Shoes_284063,Fashion,Shoes,BrandD,638.27,556.25,436.88,2023-05-20 12:00:04.884983063,58832,360
278362,Home_Furniture_278362,Home,Furniture,BrandF,1707.26,1386.06,731.17,2022-05-21 19:04:33.430594683,67833,540
862525,Beauty_Makeup_862525,Beauty,Makeup,BrandB,1080.63,922.33,816.15,2023-02-08 09:09:08.296949148,53594,34
440865,Electronics_Accessories_440865,Electronics,Accessories,BrandB,1911.49,1659.81,1293.33,2020-12-20 17:42:29.610685825,51266,748
141729,Electronics_Mobile_141729,Electronics,Mobile,BrandE,1570.5,1300.37,1169.04,2020-05-16 07:31:32.593837261,70261,860
220192,Beauty_Skincare_220192,Beauty,Skincare,BrandF,1225.71,874.71,820.39,2023-03-03 14:19:27.539432764,67284,583
885202,Home_Kitchen_885202,Home,Kitchen,BrandA,1978.14,1422.33,1141.84,2020-11-24 02:50:56.380015850,54251,417
538136,Electronics_Audio_538136,Electronics,Audio,BrandE,1398.47,1158.26,1070.91,2024-10-17 23:37:43.432223082,79086,80
167072,Home_Decor_167072,Home,Decor,BrandB,956.14,808.89,529.74,2023-11-13 08:49:00.565860510,59971,556
994983,Electronics_Mobile_994983,Electronics,Mobile,BrandB,1254.86,1187.53,768.91,2020-02-26 08:58:33.252478123,70883,762
669175,Electronics_Mobile_669175,Electronics,Mobile,BrandF,85.5,83.26,36.02,2024-03-01 19:04:40.581340551,71012,104
392618,Electronics_Laptop_392618,Electronics,Laptop,BrandD,604.43,495.2,321.32,2021-06-23 18:33:40.105058908,69442,179
489089,Toys_Kids_489089,Toys,Kids,BrandE,47.35,46.05,36.74,2021-03-04 06:34:48.077334881,59295,382
527742,Fashion_Men_527742,Fashion,Men,BrandE,1176.17,960.39,635.44,2023-05-08 14:28:16.462779999,76919,853
890309,Electronics_Audio_890309,Electronics,Audio,BrandF,1257.91,1214.92,655.87,2020-09-22 16:35:08.892985582,71064,888
516875,Beauty_Makeup_516875,Beauty,Makeup,BrandC,166.58,163.13,124.85,2022-11-28 08:22:26.078622103,72245,910
443269,Electronics_Accessories_443269,Electronics,Accessories,BrandB,1219.21,1077.24,612.08,2024-07-26 04:48:33.473314762,51803,779
707848,Home_Furniture_707848,Home,Furniture,BrandB,1591.34,1340.32,1056.25,2024-04-19 14:13:07.826843500,65622,421
221412,Beauty_Makeup_221412,Beauty,Makeup,BrandD,1582.95,1411.67,666.09,2020-03-31 19:44:24.651017666,56247,418
388002,Home_Kitchen_388002,Home,Kitchen,BrandA,1964.58,1732.17,831.86,2021-11-24 11:35:43.205425739,70569,273
112765,Sports_Fitness_112765,Sports,Fitness,BrandA,213.0,205.34,142.23,2020-11-16 17:29:17.150368690,51655,724
343764,Fashion_Women_343764,Fashion,Women,BrandE,427.88,360.07,296.33,2020-02-13 09:02:01.893948793,51803,328
464060,Fashion_Women_464060,Fashion,Women,BrandC,634.78,623.15,356.53,2024-09-07 10:00:14.118871212,53928,299
910932,Fashion_Men_910932,Fashion,Men,BrandB,1323.2,1048.07,613.15,2023-08-15 17:44:50.715934992,53600,754
986803,Electronics_Accessories_986803,Electronics,Accessories,BrandB,475.57,352.56,195.09,2023-09-03 15:50:28.554517508,74302,363
357070,Electronics_Accessories_357070,Electronics,Accessories,BrandE,1597.96,1415.04,661.06,2022-06-28 14:35:24.990799427,71981,289
823563,Toys_Kids_823563,Toys,Kids,BrandF,1796.9,1605.86,938.67,2020-07-25 10:02:42.421161175,66543,530
555576,Beauty_Makeup_555576,Beauty,Makeup,BrandF,966.73,830.28,604.14,2020-01-29 10:26:10.831865549,50383,483
606263,Beauty_Skincare_606263,Beauty,Skincare,BrandC,1173.8,1072.36,574.16,2024-06-20 20:29:37.110598803,70709,483
549427,Sports_Fitness_549427,Sports,Fitness,BrandF,1874.71,1477.21,1241.19,2020-05-02 22:23:26.487611771,59588,152
503012,Fashion_Women_503012,Fashion,Women,BrandC,1058.73,981.41,536.95,2022-07-15 02:59:47.696397781,72730,979
781581,Toys_Kids_781581,Toys,Kids,BrandF,271.96,244.07,118.89,2022-08-12 15:59:04.772900105,52705,501
354993,Electronics_Laptop_354993,Electronics,Laptop,BrandF,847.94,803.89,580.51,2023-02-02 11:04:19.108928442,64582,529
773663,Sports_Outdoor_773663,Sports,Outdoor,BrandE,230.94,223.54,108.01,2022-05-10 20:18:39.536141634,58155,159
899690,Sports_Outdoor_899690,Sports,Outdoor,BrandA,1013.24,766.93,451.95,2023-01-15 08:32:21.056590080,77266,34
183720,Electronics_Audio_183720,Electronics,Audio,BrandC,1861.67,1798.48,1376.68,2024-07-15 07:46:52.007224798,64255,834
646843,Electronics_Mobile_646843,Electronics,Mobile,BrandC,614.3,457.64,288.12,2024-03-24 22:19:14.940686703,54347,652
161769,Toys_Kids_161769,Toys,Kids,BrandF,181.82,132.62,143.89,2022-02-25 04:26:53.641573906,55228,759
753483,Sports_Fitness_753483,Sports,Fitness,BrandF,1353.39,1150.97,623.32,2020-11-18 03:09:09.939751863,77850,747
454854,Electronics_Audio_454854,Electronics,Audio,BrandE,965.55,889.14,425.25,2023-12-30 03:54:22.723921537,55497,362
496323,Electronics_Mobile_496323,Electronics,Mobile,BrandA,721.7,540.37,458.96,2023-07-19 14:02:10.683405161,66676,304
721692,Beauty_Skincare_721692,Beauty,Skincare,BrandE,982.47,870.77,439.02,2021-01-12 09:23:31.393898964,69734,974
562418,Fashion_Shoes_562418,Fashion,Shoes,BrandE,1220.66,1053.07,855.93,2024-01-04 12:56:59.027711153,51610,910
166701,Fashion_Women_166701,Fashion,Women,BrandD,1676.91,1329.17,994.69,2021-06-10 05:36:46.002170801,60098,918
919601,Sports_Fitness_919601,Sports,Fitness,BrandC,1074.05,897.28,448.18,2021-11-22 06:01:05.823783875,77063,470
648138,Home_Kitchen_648138,Home,Kitchen,BrandC,226.3,200.87,122.85,2022-08-17 16:26:11.212055922,56972,536
547839,Electronics_Laptop_547839,Electronics,Laptop,BrandF,1886.47,1360.09,1054.04,2021-06-24 13:23:52.080770731,67283,980
332762,Electronics_Accessories_332762,Electronics,Accessories,BrandE,482.13,434.56,357.53,2020-09-19 23:57:16.691125870,67569,738
304794,Sports_Outdoor_304794,Sports,Outdoor,BrandE,792.39,693.67,356.92,2024-05-02 20:00:42.626285553,58612,802
981087,Home_Kitchen_981087,Home,Kitchen,BrandB,350.78,332.74,205.46,2024-06-24 16:51:03.594764948,73871,94
246201,Sports_Fitness_246201,Sports,Fitness,BrandB,610.73,467.04,410.72,2023-01-15 03:59:20.771698236,79431,735
493092,Sports_Outdoor_493092,Sports,Outdoor,BrandA,210.31,169.46,162.52,2021-03-30 15:19:37.400403976,78126,365
192453,Home_Decor_192453,Home,Decor,BrandC,1516.08,1172.75,702.72,2024-08-06 09:44:23.638650417,72781,990
176521,Home_Furniture_176521,Home,Furniture,BrandF,162.33,128.77,93.75,2022-05-22 16:45:11.506962299,61828,91
381705,Sports_Fitness_381705,Sports,Fitness,BrandC,1419.66,1253.16,700.62,2021-02-18 14:39:55.967927933,59101,109
968744,Fashion_Men_968744,Fashion,Men,BrandD,500.12,478.51,358.71,2021-06-16 16:11:14.868058443,69600,796
431096,Electronics_Mobile_431096,Electronics,Mobile,BrandD,340.47,328.61,236.52,2020-01-28 12:24:33.111467361,79810,108
731213,Home_Kitchen_731213,Home,Kitchen,BrandD,1389.17,1222.81,1082.22,2023-11-03 11:20:15.702594280,77100,592
394867,Electronics_Accessories_394867,Electronics,Accessories,BrandB,274.68,262.93,198.77,2021-02-06 01:54:25.490920067,55638,68
724144,Sports_Fitness_724144,Sports,Fitness,BrandF,1537.02,1457.82,797.59,2021-10-09 23:38:58.815826416,68503,615
839473,Beauty_Makeup_839473,Beauty,Makeup,BrandC,1599.24,1345.66,719.14,2021-12-12 09:20:59.310828924,52107,237
978433,Sports_Fitness_978433,Sports,Fitness,BrandC,521.55,369.0,302.66,2021-05-04 18:17:17.731991529,77911,958
357833,Sports_Outdoor_357833,Sports,Outdoor,BrandF,588.99,438.01,414.06,2020-10-16 04:53:33.027675867,69793,265
178476,Fashion_Shoes_178476,Fashion,Shoes,BrandA,1408.38,992.62,612.97,2020-01-10 00:50:11.959580660,70709,119
265756,Sports_Outdoor_265756,Sports,Outdoor,BrandB,1858.32,1613.92,1197.97,2021-05-21 04:28:39.716662884,75972,896
921884,Beauty_Makeup_921884,Beauty,Makeup,BrandA,1353.46,1228.99,1021.37,2022-02-13 08:49:26.447400331,74663,544
623248,Home_Decor_623248,Home,Decor,BrandD,1367.47,1276.58,692.98,2023-04-23 04:02:40.700313330,79842,964
415959,Home_Decor_415959,Home,Decor,BrandC,1512.31,1059.84,976.04,2021-12-12 12:25:31.577907801,53683,207
328532,Electronics_Mobile_328532,Electronics,Mobile,BrandD,1850.78,1713.02,1274.14,2024-04-18 11:26:59.079282761,64340,160
520198,Fashion_Women_520198,Fashion,Women,BrandC,408.65,350.42,171.82,2020-07-31 16:34:17.651553869,64255,382
771452,Electronics_Audio_771452,Electronics,Audio,BrandA,1544.39,1117.86,1071.36,2020-01-06 04:51:44.483400345,69955,894
370507,Fashion_Women_370507,Fashion,Women,BrandC,1776.12,1540.1,1192.68,2021-03-13 05:58:48.134280682,79686,328
959182,Electronics_Mobile_959182,Electronics,Mobile,BrandF,283.14,224.91,166.75,2022-12-06 11:17:28.965970993,54479,993
455782,Fashion_Shoes_455782,Fashion,Shoes,BrandE,785.4,603.53,362.77,2020-04-22 17:20:59.398607969,67284,607
350032,Fashion_Men_350032,Fashion,Men,BrandF,1056.22,1019.52,476.87,2023-08-03 17:41:06.798281670,50052,15
638021,Electronics_Accessories_638021,Electronics,Accessories,BrandE,299.8,287.52,212.18,2020-10-04 12:43:36.294521332,53299,262
335732,Electronics_Audio_335732,Electronics,Audio,BrandC,1517.09,1113.64,1037.14,2024-07-08 07:55:59.760122061,60297,137
681619,Home_Decor_681619,Home,Decor,BrandC,835.36,615.82,522.76,2024-10-31 19:45:30.055474281,54547,947
684170,Electronics_Laptop_684170,Electronics,Laptop,BrandB,1617.74,1572.04,698.61,2021-11-20 22:56:43.004286766,65321,284
757216,Electronics_Audio_757216,Electronics,Audio,BrandF,371.58,365.65,284.86,2023-01-01 10:15:45.352070808,53946,330
302426,Home_Kitchen_302426,Home,Kitchen,BrandE,1889.94,1820.79,1183.77,2022-05-09 22:28:13.069474220,52604,197
193195,Electronics_Accessories_193195,Electronics,Accessories,BrandD,1445.4,1024.04,866.5,2020-05-09 12:22:01.034780741,54053,772
325640,Home_Kitchen_325640,Home,Kitchen,BrandC,1681.81,1256.21,1256.19,2022-12-08 02:34:33.783023119,63092,684
703269,Home_Kitchen_703269,Home,Kitchen,BrandD,1020.32,742.52,555.8,2020-06-17 15:26:06.126992464,53060,780
445958,Electronics_Accessories_445958,Electronics,Accessories,BrandD,1767.68,1414.86,871.18,2022-09-28 14:47:26.794737101,77850,411
750586,Electronics_Audio_750586,Electronics,Audio,BrandF,1659.17,1493.19,860.43,2023-05-24 21:02:32.873866320,65206,399
742673,Electronics_Audio_742673,Electronics,Audio,BrandF,831.82,737.09,387.56,2024-05-17 18:10:57.838683605,53884,554
542389,Fashion_Men_542389,Fashion,Men,BrandC,981.78,865.69,780.71,2024-01-30 10:44:32.011986971,76298,769
766398,Fashion_Shoes_766398,Fashion,Shoes,BrandA,223.79,201.07,122.48,2023-07-30 16:02:26.029159307,79246,912
246651,Electronics_Laptop_246651,Electronics,Laptop,BrandF,1675.56,1213.11,848.8,2022-08-05 17:26:15.049055099,63527,424
847482,Toys_Kids_847482,Toys,Kids,BrandB,1011.28,891.28,515.31,2022-11-22 20:33:36.249620914,77619,911
848469,Electronics_Mobile_848469,Electronics,Mobile,BrandA,879.68,667.6,463.79,2024-08-17 22:24:04.542569399,60467,870
368754,Electronics_Audio_368754,Electronics,Audio,BrandE,1993.33,1853.43,840.42,2023-01-14 02:42:31.508405447,57961,566
225009,Home_Kitchen_225009,Home,Kitchen,BrandD,380.73,360.65,229.25,2020-06-18 18:05:28.477219343,57077,474
942532,Fashion_Women_942532,Fashion,Women,BrandF,887.26,817.84,612.45,2021-11-10 08:25:46.843158722,74448,836
560657,Home_Furniture_560657,Home,Furniture,BrandD,159.01,142.82,66.44,2023-02-06 21:54:55.731008291,52698,963
882939,Electronics_Laptop_882939,Electronics,Laptop,BrandB,971.26,915.74,691.52,2022-11-30 18:57:01.419159412,70188,778
960784,Electronics_Mobile_960784,Electronics,Mobile,BrandA,1988.58,1880.86,1218.34,2023-05-05 03:48:11.836986065,56218,451
883545,Electronics_Audio_883545,Electronics,Audio,BrandB,518.76,436.24,259.73,2022-02-21 07:05:55.978929996,55265,535
626883,Electronics_Audio_626883,Electronics,Audio,BrandA,1433.26,1170.38,921.63,2020-10-25 18:27:02.983855486,60334,189
239917,Sports_Fitness_239917,Sports,Fitness,BrandA,1379.03,1118.5,574.15,2023-10-28 21:53:55.104355812,71068,875
376515,Home_Kitchen_376515,Home,Kitchen,BrandD,1876.16,1848.0,1207.12,2024-12-25 04:05:43.485019207,67812,346
984678,Fashion_Shoes_984678,Fashion,Shoes,BrandD,1842.6,1458.9,1439.21,2024-07-22 01:02:56.397302389,76446,30
606888,Electronics_Audio_606888,Electronics,Audio,BrandE,79.66,60.75,52.52,2022-10-12 13:28:36.940194607,62698,228
794486,Home_Kitchen_794486,Home,Kitchen,BrandF,270.32,224.18,157.04,2024-06-25 04:23:23.714912415,52800,886
859857,Electronics_Audio_859857,Electronics,Audio,BrandD,1702.77,1665.29,1042.47,2022-04-09 06:21:37.277907848,62314,901
145419,Fashion_Women_145419,Fashion,Women,BrandF,1371.06,1083.8,920.39,2023-06-07 02:00:59.554598808,52319,984
582393,Sports_Outdoor_582393,Sports,Outdoor,BrandF,301.88,277.77,194.84,2024-07-31 18:04:55.023806810,54249,906
608483,Sports_Outdoor_608483,Sports,Outdoor,BrandD,1092.01,1075.44,524.98,2022-01-10 18:26:38.253098249,69078,763
270269,Home_Decor_270269,Home,Decor,BrandC,625.46,565.2,490.77,2022-12-22 23:13:00.813834906,66622,995
700634,Electronics_Accessories_700634,Electronics,Accessories,BrandC,290.56,215.41,207.97,2023-12-08 13:22:02.770607471,62013,521
723573,Fashion_Men_723573,Fashion,Men,BrandB,92.35,77.17,51.61,2021-05-16 05:18:08.131973267,74361,70
891092,Electronics_Laptop_891092,Electronics,Laptop,BrandD,1104.73,857.86,704.93,2021-12-26 12:28:53.770641804,55906,170
805775,Sports_Fitness_805775,Sports,Fitness,BrandF,774.15,717.68,616.57,2021-05-31 11:06:58.228685141,66281,895
891930,Home_Kitchen_891930,Home,Kitchen,BrandD,57.23,41.56,30.05,2022-05-04 01:26:36.461495399,68677,813
